name,gender,City,State,Age,charges
nusrat_1.0,f,Rajkot,Gujarat,68,"Child custody, Forgery (Sec 463), Concealing intent to wage war (Sec 123)"
gulista_1.0,f,Vellore,Tamil Nadu ,68,"Money laundering (PMLA), Violation of traffic signals, Overspeeding"
smt-sunita devi,f,Hindupur,Andhra Pradesh,28,Waging war against the Government (Sec 121)
chhabil singh,m,Kollam,Kerala,35,Civil contempt
vasim_1.0,m,Guntur,Andhra Pradesh,45,"Robbery (Sec 392), Assault (Sec 351), Adultery (Sec 497 now decriminalized)"
bahalen angriya,f,Muzaffarnagar,Uttar Pradesh,57,"Violation of traffic signals, Dacoity (Sec 395)"
kohinoor,m,Kurnool,Andhra Pradesh,20,"Assault (Sec 351), Land encroachment, Extortion (Sec 383)"
manav_1.0,m,Brahmapur,Odisha,73,"Land encroachment, Partition suits, Criminal misappropriation (Sec 403)"
pooja_74.0,f,Purnea,Bihar,31,"Child custody, Abetment of suicide (Sec 306), Bigamy (Sec 494)"
om parkash_4.0,m,Coimbatore,Tamil Nadu ,72,"Bigamy (Sec 494), Online harassment, Atrocities against SC/ST (SC/ST Act)"
joyate,f,Dibrugarh,Assam,50,"Sedition (Sec 124A), Child custody, Hacking"
priya_11.0,f,Talcher,Odisha,39,Kidnapping (Sec 363–369)
smt. pinki,f,Ambala,Haryana,43,Adultery (Sec 497 now decriminalized)
anurag_2.0,m,Patiala,Punjab,80,"Atrocities against SC/ST (SC/ST Act), Cheating (Sec 415), Robbery (Sec 392)"
farida,f,Brahmapur,Odisha,77,"Illegal possession or use of arms (Arms Act), Cruelty by husband or relatives (Sec 498A), Dacoity (Sec 395)"
saneha,f,Aurangabad,Bihar,62,Narcotic Drugs and Psychotropic Substances offences (NDPS Act)
sharjprit cour,f,Latur,Maharashtra,78,"Illegal possession or use of arms (Arms Act), Robbery (Sec 392)"
sadiq,m,Pune,Maharashtra,72,"Waging war against the Government (Sec 121), Sexual offences against children (POSCO Act), Culpable homicide (Sec 304)"
kapil aroda,m,Gulbarga,Karnataka,33,"Theft (Sec 378), Unlawful activities (UAPA)"
ganesh singh,m,Akola,Maharashtra,55,Narcotic Drugs and Psychotropic Substances offences (NDPS Act)
arun kumar_3.0,m,Amaravati,Maharashtra,45,"Bigamy (Sec 494), Money laundering"
afsar khan,m,Rampura,Rajasthan,35,Sedition (Sec 124A)
pryanika,f,Bhiwandi,Maharashtra,58,Breach of contract
basanti joshi,f,Tirunelveli,Tamil Nadu ,78,"Bigamy (Sec 494), Sedition (Sec 124A), Waging war against the Government (Sec 121)"
vijay kumar_10.0,f,Bhagalpur,Bihar,40,"Civil contempt, Pollution Control Board violations, Hacking"
sonali pandey,f,Haora,West Bengal,52,Waging war against the Government (Sec 121)
shmejha,f,Mumbai,Maharashtra,39,"Child custody, Robbery (Sec 392), Forgery (Sec 463)"
rihana khatoon,f,Ajmer,Rajasthan,51,"Sedition (Sec 124A), Property disputes, Rape (Sec 376)"
bharat singh,m,Ahmedabad,Gujarat,47,Bigamy (Sec 494)
seema_19.0,f,Surat,Gujarat,40,"Cyber stalking, Hacking"
safila,f,Bhubaneshwar,Odisha,53,"Environmental violations (EPA), Partition suits"
richa kumari,f,Sikar,Rajasthan,69,"Adultery (Sec 497 now decriminalized), Partition suits"
jaipal singh,m,Bharauri,Uttar Pradesh,63,"Bigamy (Sec 494), Murder (Sec 302)"
momita dass,f,Jabalpur,Madhya Pradesh,50,"Money laundering, Extortion (Sec 383)"
nagender,m,Ongole,Andhra Pradesh,23,Culpable homicide (Sec 304)
munna,m,Saugor,Madhya Pradesh,40,"Online harassment, Property disputes, Driving without a license"
zuveb,m,Saidapur,Uttar Pradesh,27,"Sexual offences against children (POSCO Act), Divorce and matrimonial issues, Atrocities against SC/ST (SC/ST Act)"
astha,f,Karimnagar,Telangana,26,"Divorce and matrimonial issues, Abetment of suicide (Sec 306)"
arun kaushik,m,Shimla,Himachal Pradesh,48,"Cyber stalking, Data theft"
pooja_75.0,f,Patna,Bihar,28,"Illegal possession or use of arms (Arms Act), Divorce and matrimonial issues, Fraud"
ankit paswan,m,Varanasi,Uttar Pradesh,58,"Atrocities against SC/ST (SC/ST Act), Narcotic Drugs and Psychotropic Substances offences (NDPS Act), Environmental violations (EPA)"
pooja_76.0,f,Saidpur,Jammu and Kashmir,80,"Sedition (Sec 124A), Environmental violations (EPA)"
pinky_1.0,f,Gopalpur,Uttar Pradesh,26,"Online harassment, Cruelty by husband or relatives (Sec 498A)"
bhagwan das,m,Hyderabad,Telangana,54,Robbery (Sec 392)
jitender_6.0,m,Alwar,Rajasthan,29,"Illegal possession or use of arms (Arms Act), Dowry death (Sec 304B), Concealing intent to wage war (Sec 123)"
satya mukhi,f,Rajahmundry,Andhra Pradesh,71,"Online harassment, Money laundering"
gulista_2.0,f,Dispur,Assam,80,"Criminal misappropriation (Sec 403), Child custody, Sedition (Sec 124A)"
manoj_7.0,m,Tirunelveli,Tamil Nadu ,31,Extortion (Sec 383)
faisal_1.0,m,Ramagundam,Telangana,51,"Adultery (Sec 497 now decriminalized), Concealing intent to wage war (Sec 123), Partition suits"
jasiram,m,Rohtak,Haryana,31,"Drunk driving, Breach of contract"
mobin,m,Daman,Daman and Diu,26,"Pollution Control Board violations, Assault (Sec 351)"
sweta sharma_1.0,f,Porbandar,Gujarat,74,"Assault (Sec 351), Abetment of suicide (Sec 306)"
barkat ali,m,Mumbai,Maharashtra,21,Fraud
rakesh_3.0,m,Belgaum,Karnataka,50,"Land encroachment, Attempt to murder (Sec 307)"
simmy m.no.-7206252659.,f,New Delhi,Delhi,29,"Cheating (Sec 415), Atrocities against SC/ST (SC/ST Act)"
rambha_1.0,f,Davangere,Karnataka,23,"Environmental violations (EPA), Abetment of suicide (Sec 306), Violation of traffic signals"
ritu_3.0,f,New Delhi,Delhi,36,"Extortion (Sec 383), Breach of contract, Forgery (Sec 463)"
khusbu_4.0,f,Karur,Tamil Nadu ,40,"Driving without a license, Criminal breach of trust (Sec 405)"
rekha_17.0,f,Tirunelveli,Tamil Nadu ,75,"Dowry death (Sec 304B), Money laundering, Abetment of suicide (Sec 306)"
afshana,f,Ajmer,Rajasthan,47,"Overspeeding, Property disputes"
sagar_4.0,m,Budaun,Uttar Pradesh,53,Sexual offences against children (POSCO Act)
neetu_9.0,f,Hyderabad,Telangana,25,"Kidnapping (Sec 363–369), Dacoity (Sec 395), Civil contempt"
n. kumar,m,Moradabad,Uttar Pradesh,50,"Robbery (Sec 392), Overspeeding"
govind_2.0,m,Ranchi,Jharkhand,73,"Divorce and matrimonial issues, Environmental violations (EPA)"
arsh_1.0,m,Davangere,Karnataka,80,Abetment of suicide (Sec 306)
sivani_1.0,f,Saugor,Madhya Pradesh,42,"Land encroachment, Narcotic Drugs and Psychotropic Substances offences (NDPS Act)"
bindiya,f,Jammu,Jammu and Kashmir,25,Kidnapping (Sec 363–369)
poonam kumari,f,Kolar,Karnataka,78,Sexual offences against children (POSCO Act)
kajal_17.0,f,Bhavnagar,Gujarat,64,Attempt to murder (Sec 307)
seeta,f,Khanapur,Maharashtra,66,"Dowry death (Sec 304B), Dacoity (Sec 395), Data theft"
aamin_1.0,m,Budaun,Uttar Pradesh,45,"Dacoity (Sec 395), Violation of traffic signals, Extortion (Sec 383)"
geeta devi_3.0,f,Meerut,Uttar Pradesh,80,"Rape (Sec 376), Counterfeiting currency (Sec 489A)"
rohan mandl,m,Agartala,Tripura,77,"Forgery (Sec 463), Cheating (Sec 415)"
smarti  kumari,f,Agartala,Tripura,58,"Criminal breach of trust (Sec 405), Consumer complaints, Partition suits"
birender mandal,m,Pathankot,Punjab,40,"Land encroachment, Kidnapping (Sec 363–369)"
praveen bharti,m,Thiruvananthapuram,Kerala,45,"Divorce and matrimonial issues, Culpable homicide (Sec 304), Money laundering"
krishen kumar,m,Rohtak,Haryana,55,Hacking
mohar snigh,m,Jabalpur,Madhya Pradesh,71,"Counterfeiting currency (Sec 489A), Dowry death (Sec 304B)"
bhupender_2.0,m,Jorhat,Assam,34,"Murder (Sec 302), Waging war against the Government (Sec 121)"
kanti kumari,f,Mysore,Karnataka,45,"Fraud, Rape (Sec 376), Bigamy (Sec 494)"
ved pal,m,Ratlam,Madhya Pradesh,29,Breach of contract
punia,m,Tharati Etawah,Uttar Pradesh,31,"Assault (Sec 351), Civil contempt, Adultery (Sec 497 now decriminalized)"
arvind_2.0,m,Tiruvannamalai,Tamil Nadu ,69,Money laundering
ajay saday,m,Tiruchchirappalli,Tamil Nadu ,63,"Concealing intent to wage war (Sec 123), Illegal possession or use of arms (Arms Act), Data theft"
panchma,f,Talcher,Odisha,36,"Extortion (Sec 383), Attempt to murder (Sec 307), Divorce and matrimonial issues"
shabana_2.0,f,Alipurduar,West Bengal,49,"Narcotic Drugs and Psychotropic Substances offences (NDPS Act), Money laundering"
guddu_2.0,m,Guwahati,Assam,72,"Criminal breach of trust (Sec 405), Sedition (Sec 124A), Abetment of suicide (Sec 306)"
santi,m,Barddhaman,West Bengal,72,"Sedition (Sec 124A), Money laundering, Criminal misappropriation (Sec 403)"
roshan kumar,m,Nasik,Maharashtra,53,"Money laundering (PMLA), Concealing intent to wage war (Sec 123), Forgery (Sec 463)"
punam shakya,f,Panchkula,Haryana,66,"Rape (Sec 376), Child custody, Murder (Sec 302)"
harsh kapoor,f,Ratlam,Madhya Pradesh,48,Money laundering
kumari  sunita_1.0,f,Jammu,Jammu and Kashmir,38,"Overspeeding, Kidnapping (Sec 363–369), Counterfeiting currency (Sec 489A)"
rupa,f,Bhiwandi,Maharashtra,46,"Consumer complaints, Property disputes"
girish chand,m,Varanasi,Uttar Pradesh,80,Divorce and matrimonial issues
pooja_77.0,f,Jamshedpur,Jharkhand,79,"Theft (Sec 378), Narcotic Drugs and Psychotropic Substances offences (NDPS Act), Adultery (Sec 497 now decriminalized)"
kanwar saini,m,Karnal,Haryana,27,"Divorce and matrimonial issues, Criminal misappropriation (Sec 403), Cyber stalking"
anil kumar_14.0,m,Kohima,Nagaland,69,"Murder (Sec 302), Sedition (Sec 124A)"
rina,f,Puri,Odisha,33,Sedition (Sec 124A)
preet kumar,m,Chirala,Andhra Pradesh,27,Culpable homicide (Sec 304)
girdhari_2.0,m,Imphal,Manipur,68,Unlawful activities (UAPA)
sangeeta pandey,f,Asansol,West Bengal,59,"Money laundering, Divorce and matrimonial issues"
lc mojis,f,Dispur,Assam,49,Consumer complaints
honey,f,Tuticorin,Tamil Nadu ,43,"Attempt to murder (Sec 307), Criminal breach of trust (Sec 405), Bigamy (Sec 494)"
arvind mishra,m,Kota,Rajasthan,77,"Cyber stalking, Murder (Sec 302), Pollution Control Board violations"
salman_3.0,m,Akola,Maharashtra,68,"Land encroachment, Criminal breach of trust (Sec 405), Cheating (Sec 415)"
disha gupta,f,Bhiwani,Haryana,39,"Robbery (Sec 392), Violation of traffic signals"
neha_25.0,f,Shimoga,Karnataka,47,"Cheating (Sec 415), Abetment of suicide (Sec 306)"
rahul kumar_2.0,m,Udaipur,Rajasthan,40,"Child custody, Theft (Sec 378)"
tarun_3.0,m,Ambala,Haryana,74,Land encroachment
shikha kumari,f,Bhiwandi,Maharashtra,50,Child custody
punit sharam,m,Port Blair,Andaman and Nicobar Islands,33,Adultery (Sec 497 now decriminalized)
rinki_8.0,f,Purnea,Bihar,68,"Online harassment, Money laundering, Cyber stalking"
damodar prasad,m,Aligarh,Uttar Pradesh,55,"Hacking, Criminal breach of trust (Sec 405)"
poonam_25.0,f,Tuticorin,Tamil Nadu ,47,"Extortion (Sec 383), Driving without a license"
manak paramik,m,Budaun,Uttar Pradesh,71,"Pollution Control Board violations, Environmental violations (EPA)"
shahnaz,f,Bilaspur,Chhattisgarh,46,Cyber stalking
rakesh_4.0,m,Tiruchchirappalli,Tamil Nadu ,38,Violation of traffic signals
komal_20.0,f,Rajahmundry,Andhra Pradesh,43,"Adultery (Sec 497 now decriminalized), Criminal breach of trust (Sec 405), Consumer complaints"
smt. madina,f,Agra,Uttar Pradesh,50,"Property disputes, Fraud"
bhupender_3.0,m,Shimla,Himachal Pradesh,67,"Forgery (Sec 463), Driving without a license"
ram dhar,m,Haora,West Bengal,44,"Pollution Control Board violations, Assault (Sec 351), Cruelty by husband or relatives (Sec 498A)"
nitin verma,m,Shahbazpur,Uttar Pradesh,59,"Sedition (Sec 124A), Kidnapping (Sec 363–369)"
mukesh_10.0,m,Karnal,Haryana,76,"Child custody, Cheating (Sec 415), Culpable homicide (Sec 304)"
ravinder_2.0,m,Tirunelveli,Tamil Nadu ,48,"Assault (Sec 351), Abetment of suicide (Sec 306), Adultery (Sec 497 now decriminalized)"
shalini_1.0,f,Hubli,Karnataka,80,"Sexual offences against children (POSCO Act), Property disputes"
amit kumar_13.0,m,Sirsa,Haryana,49,Bigamy (Sec 494)
jyoti prasad,m,Gurugram,Haryana,56,"Online harassment, Sexual offences against children (POSCO Act)"
subhash sharma_1.0,m,Vadodara,Gujarat,69,"Extortion (Sec 383), Breach of contract"
vijaypal_1.0,m,Guntur,Andhra Pradesh,61,Property disputes
narayan gadri,m,Tuticorin,Tamil Nadu ,36,"Money laundering (PMLA), Robbery (Sec 392)"
rahul_27.0,m,Bhuj,Gujarat,53,Data theft
deepa_14.0,f,Chandigarh ,Chandigarh,75,"Counterfeiting currency (Sec 489A), Criminal misappropriation (Sec 403), Environmental violations (EPA)"
shish ram,m,Vizianagaram,Andhra Pradesh,22,Cheating (Sec 415)
atul_2.0,m,Ramagundam,Telangana,34,Sexual offences against children (POSCO Act)
shelesh,m,Jabalpur,Madhya Pradesh,53,"Data theft, Environmental violations (EPA), Sexual offences against children (POSCO Act)"
ashok sharma_1.0,m,Cuttack,Odisha,33,Unlawful activities (UAPA)
mansoor ali,m,Muzaffarpur,Bihar,74,"Criminal misappropriation (Sec 403), Land encroachment"
dharam singh_2.0,m,Chikka Mandya,Karnataka,51,Sedition (Sec 124A)
smt doli,f,Akola,Maharashtra,21,"Property disputes, Drunk driving"
reenu_1.0,m,Porbandar,Gujarat,65,"Driving without a license, Theft (Sec 378)"
rahul_28.0,m,Bareilly,Uttar Pradesh,23,Illegal possession or use of arms (Arms Act)
banty gupta,m,Chirala,Andhra Pradesh,64,"Murder (Sec 302), Online harassment"
priti_5.0,f,Jammu,Jammu and Kashmir,69,Money laundering
birju_1.0,m,Hapur,Uttar Pradesh,46,Narcotic Drugs and Psychotropic Substances offences (NDPS Act)
sashi_1.0,f,Valparai,Tamil Nadu ,51,Money laundering (PMLA)
amina khatun,f,Kolkata ,West Bengal,74,Criminal breach of trust (Sec 405)
shanti devi_3.0,f,Madurai,Tamil Nadu ,53,"Pollution Control Board violations, Concealing intent to wage war (Sec 123)"
phoolwati,f,Gangtok,Sikkim,33,Property disputes
mahabir,m,Bijapur,Karnataka,36,"Culpable homicide (Sec 304), Pollution Control Board violations, Criminal breach of trust (Sec 405)"
vinod kumar_4.0,m,Madurai,Tamil Nadu ,32,"Land encroachment, Cruelty by husband or relatives (Sec 498A), Forgery (Sec 463)"
sushil_2.0,m,Nanded,Maharashtra,51,Attempt to murder (Sec 307)
aman kumar_1.0,m,Saugor,Madhya Pradesh,29,"Consumer complaints, Criminal contempt, Theft (Sec 378)"
megha bansal,f,Fyzabad,Uttar Pradesh,22,Money laundering (PMLA)
vikram_1.0,m,Hubli,Karnataka,45,"Cruelty by husband or relatives (Sec 498A), Murder (Sec 302)"
priya  chturvedi,f,Kota,Rajasthan,37,Online harassment
priyanka_16.0,f,Udaipur,Rajasthan,74,Land encroachment
nishant_1.0,m,Nizamabad,Telangana,42,"Assault (Sec 351), Money laundering (PMLA), Dacoity (Sec 395)"
ganesh singh_1.0,m,Mangalore,Karnataka,64,"Environmental violations (EPA), Pollution Control Board violations, Money laundering"
rukhsar_4.0,f,Aurangabad,Bihar,70,Money laundering (PMLA)
sangeeta_16.0,f,Karur,Tamil Nadu ,29,Online harassment
jeta,f,Guntur,Andhra Pradesh,41,"Attempt to murder (Sec 307), Unlawful activities (UAPA)"
sajda,f,Kolar,Karnataka,22,"Driving without a license, Hacking"
renu_19.0,f,Mahabubnagar,Telangana,68,Kidnapping (Sec 363–369)
asmin,f,Pali,Rajasthan,55,"Theft (Sec 378), Overspeeding, Forgery (Sec 463)"
sunil kumar_7.0,m,Mathura,Uttar Pradesh,68,"Unlawful activities (UAPA), Money laundering (PMLA), Atrocities against SC/ST (SC/ST Act)"
vijay singh,m,Rohtak,Haryana,50,"Child custody, Narcotic Drugs and Psychotropic Substances offences (NDPS Act), Criminal contempt"
md hassan,m,Salem,Tamil Nadu ,79,Criminal breach of trust (Sec 405)
gajender singh,m,Saharanpur,Uttar Pradesh,55,Environmental violations (EPA)
rvindra @bablu,m,Kolkata ,West Bengal,44,"Narcotic Drugs and Psychotropic Substances offences (NDPS Act), Atrocities against SC/ST (SC/ST Act), Criminal misappropriation (Sec 403)"
sandeep_7.0,m,Bhubaneshwar,Odisha,20,Assault (Sec 351)
yashoda_1.0,f,Malegaon Camp,Maharashtra,57,Dowry death (Sec 304B)
satyvrat,m,Mathura,Uttar Pradesh,44,"Waging war against the Government (Sec 121), Sedition (Sec 124A)"
anil garg,m,Gwalior,Madhya Pradesh,33,"Overspeeding, Breach of contract, Child custody"
kavita gochar,f,Agartala,Tripura,22,Cruelty by husband or relatives (Sec 498A)
sashi mittal,f,Bijapur,Karnataka,30,"Money laundering, Culpable homicide (Sec 304)"
anil yadav,m,Sikar,Rajasthan,78,Fraud
sundar,m,Alwar,Rajasthan,57,Dacoity (Sec 395)
shanawaz@heena,f,Bhiwani,Haryana,21,"Partition suits, Cyber stalking"
b. vinothini,f,Alappuzha,Kerala,70,Atrocities against SC/ST (SC/ST Act)
raman kumar,m,Thanjavur,Tamil Nadu ,56,"Concealing intent to wage war (Sec 123), Hacking, Attempt to murder (Sec 307)"
ram kishan_3.0,m,Vizianagaram,Andhra Pradesh,32,Sexual offences against children (POSCO Act)
lalital mohan,m,Nizamabad,Telangana,40,"Driving without a license, Culpable homicide (Sec 304), Dowry death (Sec 304B)"
kumari archna,f,Nagercoil,Tamil Nadu ,62,Unlawful activities (UAPA)
koyali,f,Saugor,Madhya Pradesh,61,"Narcotic Drugs and Psychotropic Substances offences (NDPS Act), Kidnapping (Sec 363–369)"
raju_17.0,m,Hata,Uttar Pradesh,27,Child custody
daaud,m,Ujjain,Madhya Pradesh,39,"Concealing intent to wage war (Sec 123), Consumer complaints"
dhanraj sharma,m,Dispur,Assam,60,"Child custody, Sedition (Sec 124A)"
jharna_1.0,f,Varanasi,Uttar Pradesh,57,"Dacoity (Sec 395), Criminal misappropriation (Sec 403)"
zile singh,m,Chikka Mandya,Karnataka,39,"Hacking, Dacoity (Sec 395)"
madho,m,Rajahmundry,Andhra Pradesh,29,"Counterfeiting currency (Sec 489A), Cyber stalking"
sachin kumar_1.0,m,Gurugram,Haryana,32,"Adultery (Sec 497 now decriminalized), Sedition (Sec 124A), Sexual offences against children (POSCO Act)"
harbhajan singh,m,Bulandshahr,Uttar Pradesh,49,Drunk driving
pinky_2.0,f,Haripur,Punjab,45,"Hacking, Child custody"
anita_19.0,f,New Delhi,Delhi,48,Money laundering (PMLA)
rakhi sharma,f,Nellore,Andhra Pradesh,39,"Attempt to murder (Sec 307), Extortion (Sec 383), Child custody"
sugandb,f,Porbandar,Gujarat,64,"Money laundering, Criminal contempt"
laxman_3.0,m,Shiliguri,West Bengal,27,"Overspeeding, Cruelty by husband or relatives (Sec 498A)"
rahul_29.0,m,Dibrugarh,Assam,61,"Waging war against the Government (Sec 121), Atrocities against SC/ST (SC/ST Act)"
keval thakur,m,Bhatpara,West Bengal,25,"Murder (Sec 302), Divorce and matrimonial issues"
sonu_15.0,f,Calicut,Kerala,54,"Divorce and matrimonial issues, Criminal misappropriation (Sec 403)"
akkni,m,Faridabad,Haryana,65,"Overspeeding, Fraud, Cyber stalking"
anil jain,m,Bilaspur,Chhattisgarh,24,"Money laundering, Dacoity (Sec 395)"
najiya,f,Bhagalpur,Bihar,75,"Data theft, Fraud, Theft (Sec 378)"
laxmi koli,f,Nizamabad,Telangana,65,"Environmental violations (EPA), Money laundering, Criminal breach of trust (Sec 405)"
sushma_1.0,f,Guntur,Andhra Pradesh,43,"Fraud, Bigamy (Sec 494)"
raj kumar_5.0,m,Tirupati,Andhra Pradesh,71,"Driving without a license, Illegal possession or use of arms (Arms Act), Cyber stalking"
nupur gupta,f,Cuttack,Odisha,57,"Murder (Sec 302), Abetment of suicide (Sec 306), Attempt to murder (Sec 307)"
vihsal kumar,m,Bhopal ,Madhya Pradesh,44,Theft (Sec 378)
shabi abbas,m,Navsari,Gujarat,68,"Drunk driving, Fraud, Data theft"
soniya_13.0,f,Saharanpur,Uttar Pradesh,51,"Concealing intent to wage war (Sec 123), Abetment of suicide (Sec 306)"
श्रीमती दाखा,f,Jaipur,Rajasthan,67,"Assault (Sec 351), Online harassment, Theft (Sec 378)"
manju_13.0,f,Rajahmundry,Andhra Pradesh,25,Waging war against the Government (Sec 121)
deepak_30.0,m,Bellary,Karnataka,65,"Divorce and matrimonial issues, Driving without a license"
sanju devi,f,Kagaznagar,Andhra Pradesh,57,Dacoity (Sec 395)
chanchal_5.0,f,Krishnapuram,Tamil Nadu ,69,Illegal possession or use of arms (Arms Act)
raghuveer singh,m,Cuttack,Odisha,74,"Cruelty by husband or relatives (Sec 498A), Rape (Sec 376)"
ram kishan_4.0,m,Alipurduar,West Bengal,75,"Criminal contempt, Murder (Sec 302)"
sanju_5.0,f,Nizamabad,Telangana,23,"Criminal misappropriation (Sec 403), Cyber stalking"
neha_26.0,f,Nandyal,Andhra Pradesh,78,"Narcotic Drugs and Psychotropic Substances offences (NDPS Act), Waging war against the Government (Sec 121)"
jabbar singh,m,Sangli,Maharashtra,68,"Culpable homicide (Sec 304), Rape (Sec 376), Bigamy (Sec 494)"
gulnanj,f,Bhiwani,Haryana,52,"Illegal possession or use of arms (Arms Act), Online harassment"
deep chand,m,Pilibhit,Uttar Pradesh,27,Criminal breach of trust (Sec 405)
sitara,f,Machilipatnam,Andhra Pradesh,61,Kidnapping (Sec 363–369)
arun_1.0,m,Calicut,Kerala,26,Illegal possession or use of arms (Arms Act)
pooja_78.0,f,Krishnanagar,West Bengal,76,"Unlawful activities (UAPA), Child custody, Concealing intent to wage war (Sec 123)"
fahija,f,Silvassa,Dadra and Nagar Haveli,35,Rape (Sec 376)
